TYPE,WDPAID,WDPA_PID,PA_DEF,NAME,ORIG_NAME,DESIG,DESIG_ENG,DESIG_TYPE,IUCN_CAT,INT_CRIT,MARINE,REP_M_AREA,GIS_M_AREA,REP_AREA,GIS_AREA,NO_TAKE,NO_TK_AREA,STATUS,STATUS_YR,GOV_TYPE,OWN_TYPE,MANG_AUTH,MANG_PLAN,VERIF,METADATAID,SUB_LOC,PARENT_ISO3,ISO3,SUPP_INFO,CONS_OBJ
Point,19571,19571,1,Réserve Naturelle Marine des Iles Habibas,Réserve Naturelle Marine des Iles Habibas,Réserve Naturelle Marine,Marine Nature Reserve,National,Ia,Not Applicable,2,26.84,,26.84,,Not Reported,0,Designated,2003,Federal or national ministry or agency,Not Reported,Ministère de l'Aménagement du Territoire et de l'Environnement,Not Reported,State Verified,1813,Not Reported,DZA,DZA,Not Applicable,Not Applicable
Point,555716270,555716270,0,Banyaga Marine Park,Banyaga Marine Park,Local Conservation Area,Local Conservation Area,Not Applicable,Not Applicable,Not Applicable,2,0,,0,,Not Reported,0,Established,0,Sub-national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1841,Not Reported,PHL,PHL,Not Reported,Primary
Point,555716272,555716272,0,Cabatiag-White Island Marine Park,Cabatiag-White Island Marine Park,Local Conservation Area,Local Conservation Area,Not Applicable,Not Applicable,Not Applicable,2,0,,0,,Not Reported,0,Established,0,Sub-national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1841,Not Reported,PHL,PHL,Not Reported,Primary
Point,555716273,555716273,0,Cabra Marine Park,Cabra Marine Park,Local Conservation Area,Local Conservation Area,Not Applicable,Not Applicable,Not Applicable,2,0,,0,,Not Reported,0,Established,0,Sub-national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1841,Not Reported,PHL,PHL,Not Reported,Primary
Point,555716275,555716275,0,Ilin-Ambulong Marine Park,Ilin-Ambulong Marine Park,Local Conservation Area,Local Conservation Area,Not Applicable,Not Applicable,Not Applicable,2,0,,0,,Not Reported,0,Established,0,Sub-national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1841,Not Reported,PHL,PHL,Not Reported,Primary
Point,555716279,555716279,0,Marsumbol Marine Reserve,Marsumbol Marine Reserve,Local Conservation Area,Local Conservation Area,Not Applicable,Not Applicable,Not Applicable,2,0,,0,,Not Reported,0,Established,0,Sub-national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1841,Not Reported,PHL,PHL,Not Reported,Primary
Point,555716280,555716280,0,Nueva Estrella Norte Marine Reserve,Nueva Estrella Norte Marine Reserve,Local Conservation Area,Local Conservation Area,Not Applicable,Not Applicable,Not Applicable,2,0,,0,,Not Reported,0,Established,0,Sub-national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1841,Not Reported,PHL,PHL,Not Reported,Primary
Point,555716285,555716285,0,Takbal-Bato Marine Sanctuary,Takbal-Bato Marine Sanctuary,Local Conservation Area,Local Conservation Area,Not Applicable,Not Applicable,Not Applicable,2,0,,0,,Not Reported,0,Established,0,Sub-national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1841,Not Reported,PHL,PHL,Not Reported,Primary
Point,555716295,555716295,0,Balirahay Reef Marine Sanctuary and Fishery Reserve,Balirahay Reef Marine Sanctuary and Fishery Reserve,Locally-managed Marine Protected Area,Locally-managed Marine Protected Area,Not Applicable,Not Applicable,Not Applicable,2,0.41,,0.41,,All,0.41,Established,0,Government-delegated management,State,Not Reported,Not Reported,State Verified,1841,PH-08,PHL,PHL,Not Reported,Primary
Point,555716320,555716320,0,Canawayon Island Fish Sanctuary and Marine Reserve Area,Canawayon Island Fish Sanctuary and Marine Reserve Area,Locally-managed Marine Protected Area,Locally-managed Marine Protected Area,Not Applicable,Not Applicable,Not Applicable,2,0,,0,,Not Reported,0,Established,0,Government-delegated management,State,Not Reported,Not Reported,State Verified,1841,PH-08,PHL,PHL,Not Reported,Primary
Point,555716323,555716323,0,Canigao Island Marine Sanctuary,Canigao Island Marine Sanctuary,Locally-managed Marine Protected Area,Locally-managed Marine Protected Area,Not Applicable,Not Applicable,Not Applicable,2,0.43,,0.43,,All,0.43,Established,0,Government-delegated management,State,Not Reported,Not Reported,State Verified,1841,PH-08,PHL,PHL,Not Reported,Primary
Point,555716334,555716334,0,Gabas Marine Sanctuary and AR Project,Gabas Marine Sanctuary and AR Project,Locally-managed Marine Protected Area,Locally-managed Marine Protected Area,Not Applicable,Not Applicable,Not Applicable,2,0.07,,0.074,,All,0.07,Established,0,Government-delegated management,State,Not Reported,Not Reported,State Verified,1841,PH-08,PHL,PHL,Not Reported,Primary
Point,555716336,555716336,0,Guinob-an Marine Sanctuary,Guinob-an Marine Sanctuary,Locally-managed Marine Protected Area,Locally-managed Marine Protected Area,Not Applicable,Not Applicable,Not Applicable,2,0.11,,0.1133,,All,0.11,Established,0,Government-delegated management,State,Not Reported,Not Reported,State Verified,1841,PH-08,PHL,PHL,Not Reported,Primary
Point,555716338,555716338,0,Himokilan Marine Fish Sanctuary,Himokilan Marine Fish Sanctuary,Locally-managed Marine Protected Area,Locally-managed Marine Protected Area,Not Applicable,Not Applicable,Not Applicable,2,0.03,,0.03,,All,0.03,Established,0,Government-delegated management,State,Not Reported,Not Reported,State Verified,1841,PH-08,PHL,PHL,Not Reported,Primary
Point,555716346,555716346,0,Kantawi Reef Marine Sanctuary,Kantawi Reef Marine Sanctuary,Locally-managed Marine Protected Area,Locally-managed Marine Protected Area,Not Applicable,Not Applicable,Not Applicable,2,0.2,,0.2,,Part,0,Established,0,Government-delegated management,State,Not Reported,Not Reported,State Verified,1841,PH-08,PHL,PHL,Not Reported,Primary
Point,555716349,555716349,0,Kumanabang Marine Protected Area,Kumanabang Marine Protected Area,Locally-managed Marine Protected Area,Locally-managed Marine Protected Area,Not Applicable,Not Applicable,Not Applicable,2,6.28,,6.28,,Part,0.4322,Established,2011,Collaborative governance,State,"Locally Managed Marine Protected Area (LGU, BLGU, PO)",Not Reported,State Verified,1841,PH-02,PHL,PHL,Not Reported,Primary
Point,555716365,555716365,0,"Mabini, Higatangan Marine Sanctuary","Mabini, Higatangan Marine Sanctuary",Locally-managed Marine Protected Area,Locally-managed Marine Protected Area,Not Applicable,Not Applicable,Not Applicable,2,0.17,,0.175,,Not Reported,0,Established,0,Government-delegated management,State,Not Reported,Not Reported,State Verified,1841,PH-08,PHL,PHL,Not Reported,Primary
Point,555716367,555716367,0,Madong-badong Marine Reserve Area,Madong-badong Marine Reserve Area,Locally-managed Marine Protected Area,Locally-managed Marine Protected Area,Not Applicable,Not Applicable,Not Applicable,2,0.1,,0.1,,Not Reported,0,Established,0,Government-delegated management,State,Not Reported,Not Reported,State Verified,1841,PH-08,PHL,PHL,Not Reported,Primary
Point,555716369,555716369,0,MagC Marine Protected Area,MagC Marine Protected Area,Locally-managed Marine Protected Area,Locally-managed Marine Protected Area,Not Applicable,Not Applicable,Not Applicable,2,10.49,,10.49,,Part,0.9325,Established,2011,Collaborative governance,State,"Locally Managed Marine Protected Area (LGU, BLGU, PO)",Not Reported,State Verified,1841,PH-02,PHL,PHL,Not Reported,Primary
Point,555716371,555716371,0,Mahayag Marine Reserve Area,Mahayag Marine Reserve Area,Locally-managed Marine Protected Area,Locally-managed Marine Protected Area,Not Applicable,Not Applicable,Not Applicable,2,0.225,,0.225,,Part,0,Established,0,Government-delegated management,State,Not Reported,Not Reported,State Verified,1841,PH-08,PHL,PHL,Not Reported,Primary
Point,555716377,555716377,0,Marine Reserve No.1,Marine Reserve No.1,Locally-managed Marine Protected Area,Locally-managed Marine Protected Area,Not Applicable,Not Applicable,Not Applicable,2,0.5,,0.5,,All,0.5,Established,2001,Sub-national ministry or agency,State,Locally Managed,Not Reported,State Verified,1841,PH-03,PHL,PHL,Not Reported,Primary
Point,555716393,555716393,0,Panunubulon Fish Sanctuary and Marine Reserve Area,Panunubulon Fish Sanctuary and Marine Reserve Area,Locally-managed Marine Protected Area,Locally-managed Marine Protected Area,Not Applicable,Not Applicable,Not Applicable,2,0.735,,0.735,,All,0.735,Established,0,Government-delegated management,State,Not Reported,Not Reported,State Verified,1841,PH-08,PHL,PHL,Not Reported,Primary
Point,555716398,555716398,0,Poblacion I Marine Fish Sanctuary,Poblacion I Marine Fish Sanctuary,Locally-managed Marine Protected Area,Locally-managed Marine Protected Area,Not Applicable,Not Applicable,Not Applicable,2,0,,0,,Not Reported,0,Established,0,Government-delegated management,State,Not Reported,Not Reported,State Verified,1841,PH-08,PHL,PHL,Not Reported,Primary
Point,555716400,555716400,0,Puntian-Diguisit Marine Protected Area,Puntian-Diguisit,Locally-managed Marine Protected Area,Locally-managed Marine Protected Area,Not Applicable,Not Applicable,Not Applicable,2,2.1032,,2.1032,,Part,0.1674,Established,2005,Sub-national ministry or agency,State,Locally Managed,Not Reported,State Verified,1841,PH-03,PHL,PHL,Not Reported,Primary
Point,555716407,555716407,0,Sampotan Islet Marine Protected Area,Sampotan Islet Marine Protected Area,Locally-managed Marine Protected Area,Locally-managed Marine Protected Area,Not Applicable,Not Applicable,Not Applicable,2,1.4065,,1.4065,,Part,0,Established,0,Government-delegated management,State,Not Reported,Not Reported,State Verified,1841,PH-08,PHL,PHL,Not Reported,Primary
Point,555716410,555716410,0,San Isidro Marine Reserve Area,San Isidro Marine Reserve Area,Locally-managed Marine Protected Area,Locally-managed Marine Protected Area,Not Applicable,Not Applicable,Not Applicable,2,10.3,,10.3,,Part,0,Established,0,Government-delegated management,State,Not Reported,Not Reported,State Verified,1841,PH-08,PHL,PHL,Not Reported,Primary
Point,555716411,555716411,0,San Juan-Macatel Marine Protected Area,San Juan-Macatel Marine Protected Area,Locally-managed Marine Protected Area,Locally-managed Marine Protected Area,Not Applicable,Not Applicable,Not Applicable,2,3.4678,,3.4678,,Part,0.1677,Established,1999,Collaborative governance,State,"Locally Managed Marine Protected Area (LGU, BLGU, PO)",Not Reported,State Verified,1841,PH-02,PHL,PHL,Not Reported,Primary
Point,555716415,555716415,0,Sta. Cruz Marine Sanctuary and AR Project,Sta. Cruz Marine Sanctuary and AR Project,Locally-managed Marine Protected Area,Locally-managed Marine Protected Area,Not Applicable,Not Applicable,Not Applicable,2,0.08,,0.08,,All,0.08,Established,0,Government-delegated management,State,Not Reported,Not Reported,State Verified,1841,PH-08,PHL,PHL,Not Reported,Primary
Point,555716419,555716419,0,Tagbak Marine Park,Tagbak Marine Park,Locally-managed Marine Protected Area,Locally-managed Marine Protected Area,Not Applicable,Not Applicable,Not Applicable,2,2.62,,2.6233,,Part,0,Established,0,Government-delegated management,State,Not Reported,Not Reported,State Verified,1841,PH-08,PHL,PHL,Not Reported,Primary
Point,555716420,555716420,0,Tagbibi Marine Fish Sanctuary,Tagbibi Marine Fish Sanctuary,Locally-managed Marine Protected Area,Locally-managed Marine Protected Area,Not Applicable,Not Applicable,Not Applicable,2,0,,0,,Not Reported,0,Established,0,Government-delegated management,State,Not Reported,Not Reported,State Verified,1841,PH-08,PHL,PHL,Not Reported,Primary
Point,555716421,555716421,0,Taggat Norte Marine Protected Area,Taggat Norte Marine Protected Area,Locally-managed Marine Protected Area,Locally-managed Marine Protected Area,Not Applicable,Not Applicable,Not Applicable,2,9.03,,9.0308,,Part,0.2149,Established,2011,Collaborative governance,State,"Locally Managed Marine Protected Area (LGU, BLGU, PO)",Not Reported,State Verified,1841,PH-02,PHL,PHL,Not Reported,Primary
Point,555716433,555716433,0,Bacon Marine Reserve,Bacon Marine Reserve,Locally-managed Marine Protected Area,Locally-managed Marine Protected Area,Not Applicable,Not Applicable,Not Applicable,2,1.2,,1.2,,Not Reported,0,Established,1999,Not Reported,State,Not Reported,Not Reported,State Verified,1841,PH-05,PHL,PHL,Not Reported,Primary
Point,555716438,555716438,0,Barcelona Fish Sanctuary and Marine Reserve,Barcelona Fish Sanctuary and Marine Reserve,Locally-managed Marine Protected Area,Locally-managed Marine Protected Area,Not Applicable,Not Applicable,Not Applicable,2,1.3608,,1.3608,,Not Reported,0,Established,2001,Not Reported,State,Not Reported,Not Reported,State Verified,1841,PH-05,PHL,PHL,Not Reported,Primary
Point,555716440,555716440,0,Fish Sanctuary and Marine Reserved,Fish Sanctuary and Marine Reserved,Locally-managed Marine Protected Area,Locally-managed Marine Protected Area,Not Applicable,Not Applicable,Not Applicable,2,2.462,,2.462,,Not Reported,0,Established,2018,Not Reported,State,Not Reported,Not Reported,State Verified,1841,PH-05,PHL,PHL,Not Reported,Primary
Point,555716462,555716462,0,Castilla Fish Sanctuary and Marine Reserve,Castilla Fish Sanctuary and Marine Reserve,Locally-managed Marine Protected Area,Locally-managed Marine Protected Area,Not Applicable,Not Applicable,Not Applicable,2,0.81,,0.81,,Not Reported,0,Established,2014,Not Reported,State,Not Reported,Not Reported,State Verified,1841,PH-05,PHL,PHL,Not Reported,Primary
Point,555716471,555716471,0,Bugsayon Marine Sanctuary,Bugsayon Marine Sanctuary,Locally-managed Marine Protected Area,Locally-managed Marine Protected Area,Not Applicable,Not Applicable,Not Applicable,2,0.5,,0.5,,Not Reported,0,Established,2003,Not Reported,State,Not Reported,Not Reported,State Verified,1841,PH-05,PHL,PHL,Not Reported,Primary
Point,555716480,555716480,0,Buntod Reef Marine Sanctuary,Buntod Reef Marine Sanctuary,Locally-managed Marine Protected Area,Locally-managed Marine Protected Area,Not Applicable,Not Applicable,Not Applicable,2,2.33,,2.33,,Not Reported,0,Established,2002,Not Reported,State,Not Reported,Not Reported,State Verified,1841,PH-05,PHL,PHL,Not Reported,Primary
Point,555716484,555716484,0,Fish Sanctuary and Marine Reserve,Fish Sanctuary and Marine Reserve,Locally-managed Marine Protected Area,Locally-managed Marine Protected Area,Not Applicable,Not Applicable,Not Applicable,2,4.995,,4.995,,Not Reported,0,Established,2002,Not Reported,State,Not Reported,Not Reported,State Verified,1841,PH-05,PHL,PHL,Not Reported,Primary
Point,555716485,555716485,0,"Marilima & Batag, Virac Fish Sanctuary and Marine Reserve","Marilima & Batag, Virac Fish Sanctuary and Marine Reserve",Locally-managed Marine Protected Area,Locally-managed Marine Protected Area,Not Applicable,Not Applicable,Not Applicable,2,1.18,,1.18,,Not Reported,0,Established,2013,Not Reported,State,Not Reported,Not Reported,State Verified,1841,PH-05,PHL,PHL,Not Reported,Primary
Point,555716494,555716494,0,Malinao Fish Sanctuary and Marine Reserve,Malinao Fish Sanctuary and Marine Reserve,Locally-managed Marine Protected Area,Locally-managed Marine Protected Area,Not Applicable,Not Applicable,Not Applicable,2,4.5,,4.5,,Not Reported,0,Established,2008,Not Reported,State,Not Reported,Not Reported,State Verified,1841,PH-05,PHL,PHL,Not Reported,Primary
Point,555716501,555716501,0,Malilipot-Rawis-Lagbak (MARILAG) Fish Sanctuary and Marine Reserve,Malilipot-Rawis-Lagbak (MARILAG) Fish Sanctuary and Marine Reserve,Locally-managed Marine Protected Area,Locally-managed Marine Protected Area,Not Applicable,Not Applicable,Not Applicable,2,1.68,,1.68,,Not Reported,0,Established,1997,Not Reported,State,Not Reported,Not Reported,State Verified,1841,PH-05,PHL,PHL,Not Reported,Primary
Point,555716503,555716503,0,Sabang Marine Protected Area,Sabang Marine Protected Area,Locally-managed Marine Protected Area,Locally-managed Marine Protected Area,Not Applicable,Not Applicable,Not Applicable,2,0.1,,0.1,,All,0.1,Established,2014,Sub-national ministry or agency,State,Locally Managed,Not Reported,State Verified,1841,PH-03,PHL,PHL,Not Reported,Primary
