TYPE,WDPAID,WDPA_PID,PA_DEF,NAME,ORIG_NAME,DESIG,DESIG_ENG,DESIG_TYPE,IUCN_CAT,INT_CRIT,MARINE,REP_M_AREA,GIS_M_AREA,REP_AREA,GIS_AREA,NO_TAKE,NO_TK_AREA,STATUS,STATUS_YR,GOV_TYPE,OWN_TYPE,MANG_AUTH,MANG_PLAN,VERIF,METADATAID,SUB_LOC,PARENT_ISO3,ISO3,SUPP_INFO,CONS_OBJ
Polygon,312359,312359,1,Vandenberg State Marine Reserve,Vandenberg State Marine Reserve,Marine Protected Area,Marine Protected Area,National,Ia,Not Applicable,2,85.2291275731942,80.8451027130382,85.2291275731942,85.2291275580826,All,85.2291275731942,Designated,1994,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
Polygon,312832,312832,1,Yellow and Low Islands San Juan Islands Marine Preserve,Yellow and Low Islands San Juan Islands Marine Preserve,Marine Protected Area,Marine Protected Area,National,IV,Not Applicable,2,0,0.77562670603752,0.808110896604687,0.808110896588889,None,0,Designated,1990,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-WA,USA,USA,Not Applicable,Not Applicable
Polygon,312833,312833,1,Argyle Lagoon San Juan Islands Marine Preserve,Argyle Lagoon San Juan Islands Marine Preserve,Marine Protected Area,Marine Protected Area,National,IV,Not Applicable,1,0,0.0116130139625719,0.0576968771782977,0.0576968771738328,None,0,Designated,1990,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-WA,USA,USA,Not Applicable,Not Applicable
Polygon,312834,312834,1,False Bay San Juan Islands Marine Preserve,False Bay San Juan Islands Marine Preserve,Marine Protected Area,Marine Protected Area,National,IV,Not Applicable,1,0,1.05539780887481,1.2947516281374,1.29475162809923,None,0,Designated,1990,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-WA,USA,USA,Not Applicable,Not Applicable
Polygon,312835,312835,1,Friday Harbor San Juan Islands Marine Preserve,Friday Harbor San Juan Islands Marine Preserve,Marine Protected Area,Marine Protected Area,National,IV,Not Applicable,2,0,1.59087090731557,1.72995966668925,1.72995966657415,None,0,Designated,1990,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-WA,USA,USA,Not Applicable,Not Applicable
Polygon,312845,312845,1,Robert W. Crown State Marine Conservation Area,Robert W. Crown State Marine Conservation Area,Marine Protected Area,Marine Protected Area,National,V,Not Applicable,1,0,0.00833612638840379,0.0375665624735851,0.0375665624739444,None,0,Designated,1980,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
Polygon,312836,312836,1,Shaw Island San Juan Islands Marine Preserve,Shaw Island San Juan Islands Marine Preserve,Marine Protected Area,Marine Protected Area,National,IV,Not Applicable,1,0,1.27471379260668,1.74832897680549,1.74832897661712,None,0,Designated,1990,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-WA,USA,USA,Not Applicable,Not Applicable
Polygon,312838,312838,1,Duxbury Reef State Marine Conservation Area,Duxbury Reef State Marine Conservation Area,Marine Protected Area,Marine Protected Area,National,V,Not Applicable,1,0,1.08428651804413,1.78819779679183,1.78819779707198,None,0,Designated,2010,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
Polygon,312843,312843,1,Point Cabrillo State Marine Reserve,Point Cabrillo State Marine Reserve,Marine Protected Area,Marine Protected Area,National,Ia,Not Applicable,1,1.14153074193116,0.817094743148343,1.14153074193116,1.1415307419518,Part,0.817094743148343,Designated,2012,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
Polygon,315079,315079,1,Gerry E. Studds/Stellwagen Bank National Marine Sanctuary,Gerry E. Studds/Stellwagen Bank National Marine Sanctuary,Marine Protected Area,Marine Protected Area,National,V,Not Applicable,2,0,2190.80656677363,2190.80656633106,2190.80656677363,None,0,Designated,1992,Federal or national ministry or agency,State,National Oceanic and Atmospheric Administration,Not Reported,State Verified,1848,US-MA,USA,USA,Not Applicable,Not Applicable
Polygon,352729,352729,1,Marin Islands,Marin Islands,National Wildlife Refuge,National Wildlife Refuge,National,IV,Not Applicable,2,0,0.508074212729203,0.532708600965646,0.532708600984621,Not Reported,0,Designated,1992,Federal or national ministry or agency,State,U.S. Fish and Wildlife Service,Not Reported,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
Polygon,352742,352742,1,Richardson Rock (San Miguel Island) State Marine Reserve,Richardson Rock (San Miguel Island) State Marine Reserve,Marine Protected Area,Marine Protected Area,National,Ia,Not Applicable,2,105.54008750927,105.540087616693,105.54008750927,105.540087513525,All,105.54008750927,Designated,2003,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
Polygon,352743,352743,1,Judith Rock (San Miguel Island) State Marine Reserve,Judith Rock (San Miguel Island) State Marine Reserve,Marine Protected Area,Marine Protected Area,National,Ia,Not Applicable,2,11.8495995553831,11.7008715477561,11.8495995553831,11.8495995558066,All,11.8495995553831,Designated,2003,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
Polygon,352744,352744,1,Harris Point (San Miguel Island) State Marine Reserve,Harris Point (San Miguel Island) State Marine Reserve,Marine Protected Area,Marine Protected Area,National,Ia,Not Applicable,2,65.7789399629354,64.075789144585,65.7789399629354,65.7789399686309,All,65.7789399629354,Designated,2003,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
Polygon,352745,352745,1,Skunk Point (Santa Rosa Island) State Marine Reserve,Skunk Point (Santa Rosa Island) State Marine Reserve,Marine Protected Area,Marine Protected Area,National,Ia,Not Applicable,2,3.79906676492675,3.61562549494354,3.79906676492675,3.79906676475317,All,3.79906676492675,Designated,2003,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
Polygon,352746,352746,1,Carrington Point (Santa Rosa Island) State Marine Reserve,Carrington Point (Santa Rosa Island) State Marine Reserve,Marine Protected Area,Marine Protected Area,National,Ia,Not Applicable,2,33.0976508642394,32.0643211714771,33.0976508642394,33.0976508640872,All,33.0976508642394,Designated,2003,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
Polygon,352747,352747,1,South Point (Santa Rosa Island) State Marine Reserve,South Point (Santa Rosa Island) State Marine Reserve,Marine Protected Area,Marine Protected Area,National,Ia,Not Applicable,2,33.8700854393227,33.1120213841974,33.8700854393227,33.8700854368382,All,33.8700854393227,Designated,2003,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
Polygon,352748,352748,1,Gull Island (Santa Cruz Island) State Marine Reserve,Gull Island (Santa Cruz Island) State Marine Reserve,Marine Protected Area,Marine Protected Area,National,Ia,Not Applicable,2,51.621644788842,50.9163987041252,51.621644788842,51.6216447828114,All,51.621644788842,Designated,2003,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
Polygon,352750,352750,1,Santa Barbara Island State Marine Reserve,Santa Barbara Island State Marine Reserve,Marine Protected Area,Marine Protected Area,National,Ia,Not Applicable,2,33.0716262260318,32.9927838067359,33.0716262260318,33.0716262153096,All,33.0716262260318,Designated,2003,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
Polygon,352751,352751,1,Anacapa Island State Marine Reserve,Anacapa Island State Marine Reserve,Marine Protected Area,Marine Protected Area,National,Ia,Not Applicable,2,29.9030704007035,28.4160715978026,29.9030704007035,29.9030704017058,All,29.9030704007035,Designated,2003,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
Polygon,367421,367421,1,Corte Madera Marsh State Marine Park,Corte Madera Marsh State Marine Park,Marine Protected Area,Marine Protected Area,National,V,Not Applicable,1,0,1.6267185605018,2.44921387057376,2.44921387098675,None,0,Designated,1976,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
Polygon,400010,400010,1,Marianas Trench Marine National Monument,Marianas Trench Marine National Monument,Marine Protected Area,Marine Protected Area,National,V,Not Applicable,2,0,247220.881710661,247237.210030439,247237.209795359,None,0,Designated,2009,Federal or national ministry or agency,State,Joint,Not Reported,State Verified,1848,US-UNKF,USA,MNP,Not Applicable,Not Applicable
Polygon,400011,400011,1,Pacific Remote Islands Marine National Monument,Pacific Remote Islands Marine National Monument,Marine Protected Area,Marine Protected Area,National,V,Not Applicable,2,0,1266528.90342686,1270480.75676625,1270480.75686934,Part,0,Designated,2009,Not Reported,Not Reported,U.S. Fish and Wildlife Service,Not Reported,State Verified,1848,"US-MP ; US-UM ; US-UNKF",USA,"MNP;UMI",Not Applicable,Not Applicable
Polygon,400012,400012,1,Rose Atoll Marine National Monument,Rose Atoll Marine National Monument,Marine Protected Area,Marine Protected Area,National,V,Not Applicable,2,0,34800.5550549861,34800.6765030682,34800.6765043374,Part,0,Designated,2009,Federal or national ministry or agency,State,Joint,Not Reported,State Verified,1848,US-AS,USA,ASM,Not Applicable,Not Applicable
Polygon,555586715,555586715,1,James V Fitzgerald Marine Reserve,James V Fitzgerald Marine Reserve,Marine Protected Area,Marine Protected Area,National,Ia,Not Applicable,1,2.09557707818697,1.14475843750316,2.09557707818697,2.09557707822899,Part,1.14475843750316,Designated,1969,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
Polygon,555586717,555586717,1,Ano Nuevo State Marine Reserve,Ano Nuevo State Marine Reserve,Marine Protected Area,Marine Protected Area,National,Ia,Not Applicable,2,28.8732278472878,26.1440900034361,28.8732278472878,28.8732278497981,All,28.8732278472878,Designated,2010,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
Polygon,11115532,11115532,1,Marin Islands National Wildlife Refuge,Marin Islands National Wildlife Refuge,Marine Protected Area,Marine Protected Area,National,Ia,Not Applicable,2,1.89664216917277,1.76690956197134,1.89664216917277,1.89664216879214,All,1.89664216917277,Designated,1992,Federal or national ministry or agency,State,U.S. Fish and Wildlife Service,Not Reported,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
Polygon,11115641,11115641,1,Salt Point State Marine Conservation Area,Salt Point State Marine Conservation Area,Marine Protected Area,Marine Protected Area,National,V,Not Applicable,1,0,4.03193816397177,4.76651437633363,4.76651437637175,None,0,Designated,2010,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
Polygon,11115649,11115649,1,Redwood Shores State Marine Park,Redwood Shores State Marine Park,Marine Protected Area,Marine Protected Area,National,V,Not Applicable,1,0,0.118711098611875,0.892219742683947,0.892219742465701,None,0,Designated,1976,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
Polygon,11115738,11115738,1,Morro Bay State Marine Recreational Management Area,Morro Bay State Marine Recreational Management Area,Marine Protected Area,Marine Protected Area,National,V,Not Applicable,1,0,6.39868516909977,7.94152352972503,7.94152353018311,None,0,Designated,2007,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
Polygon,555586720,555586720,1,Portugese Ledge State Marine Conservation Area,Portugese Ledge State Marine Conservation Area,Marine Protected Area,Marine Protected Area,National,V,Not Applicable,2,0,27.5450924315926,27.5450924386051,27.5450924315926,None,0,Designated,2007,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
Polygon,555512153,555512153,1,Tres Palmas de Rincón Marine Reserve,Tres Palmas de Rincón Marine Reserve,Marine Protected Area,Marine Protected Area,National,Ia,Not Applicable,1,0.826678818340825,0.377362655645587,0.826678818340825,0.826678818263725,Part,0.377362655645587,Designated,2004,Sub-national ministry or agency,State,State Department of Conservation,Not Reported,State Verified,1848,US-PR,USA,PRI,Not Applicable,Not Applicable
Polygon,555512159,555512159,1,Isla de Desecheo Marine Reserve,Isla de Desecheo Marine Reserve,Marine Protected Area,Marine Protected Area,National,Ia,Not Applicable,2,6.09708227654178,5.59243852083004,6.09708227654178,6.09708227668254,All,6.09708227654178,Designated,2000,Sub-national ministry or agency,State,State Department of Conservation,Not Reported,State Verified,1848,US-PR,USA,PRI,Not Applicable,Not Applicable
Polygon,555547362,555547362,1,Footprint State Marine Reserve,Footprint State Marine Reserve,Marine Protected Area,Marine Protected Area,National,Ia,Not Applicable,2,18.2666789158788,18.266678949258,18.2666789158788,18.2666789091921,All,18.2666789158788,Designated,2007,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
Polygon,555547352,555547352,1,Morro Bay State Marine Reserve,Morro Bay State Marine Reserve,Marine Protected Area,Marine Protected Area,National,Ia,Not Applicable,1,2.28301228527462,0.690518953559648,2.28301228527462,2.2830122856263,Part,0.690518953559648,Designated,2007,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
Polygon,555547355,555547355,1,Lovers Point State Marine Reserve,Lovers Point State Marine Reserve,Marine Protected Area,Marine Protected Area,National,Ia,Not Applicable,1,0.764875487579218,0.320411467100648,0.764875487579218,0.764875487584693,Part,0.320411467100648,Designated,2007,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
Polygon,555547360,555547360,1,Piedras Blancas State Marine Reserve,Piedras Blancas State Marine Reserve,Marine Protected Area,Marine Protected Area,National,Ia,Not Applicable,2,27.038738071476,25.8504969658419,27.038738071476,27.0387380676727,All,27.038738071476,Designated,2007,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
Polygon,555547361,555547361,1,Point Buchon State Marine Reserve,Point Buchon State Marine Reserve,Marine Protected Area,Marine Protected Area,National,Ia,Not Applicable,2,17.3193174779156,16.571263847333,17.3193174779156,17.3193174666298,All,17.3193174779156,Designated,2007,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
Polygon,555547394,555547394,1,Point Sur State Marine Reserve,Point Sur State Marine Reserve,Marine Protected Area,Marine Protected Area,National,Ia,Not Applicable,2,25.3666944328741,24.0959543288258,25.3666944328741,25.3666944291577,All,25.3666944328741,Designated,2007,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
Polygon,555547363,555547363,1,Point Arena State Marine Reserve,Point Arena State Marine Reserve,Marine Protected Area,Marine Protected Area,National,Ia,Not Applicable,2,11.3385841328845,10.9230132385285,11.3385841328845,11.3385841329223,All,11.3385841328845,Designated,2010,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
Polygon,555547365,555547365,1,Bodega Head State Marine Reserve,Bodega Head State Marine Reserve,Marine Protected Area,Marine Protected Area,National,Ia,Not Applicable,2,24.1967054646191,23.1376057543294,24.1967054646191,24.1967054622737,All,24.1967054646191,Designated,2010,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
Polygon,555547366,555547366,1,Point Reyes State Marine Reserve,Point Reyes State Marine Reserve,Marine Protected Area,Marine Protected Area,National,Ia,Not Applicable,2,24.7394500353232,24.0117563577623,24.7394500353232,24.7394500350641,All,24.7394500353232,Designated,2010,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
Polygon,555547367,555547367,1,Southeast Farallon Island State Marine Reserve,Southeast Farallon Island State Marine Reserve,Marine Protected Area,Marine Protected Area,National,Ia,Not Applicable,2,13.8706562249759,13.3530415574185,13.8706562249759,13.8706562249772,All,13.8706562249759,Designated,2010,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
Polygon,555547368,555547368,1,Montara State Marine Reserve,Montara State Marine Reserve,Marine Protected Area,Marine Protected Area,National,Ia,Not Applicable,2,30.586524179932,29.7371559061433,30.586524179932,30.5865241781036,All,30.586524179932,Designated,2010,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
Polygon,555547375,555547375,1,North Farallon Islands State Marine Reserve,North Farallon Islands State Marine Reserve,Marine Protected Area,Marine Protected Area,National,Ia,Not Applicable,2,46.8139215068084,46.5541495964296,46.8139215068084,46.8139215226469,All,46.8139215068084,Designated,2010,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
Polygon,555547378,555547378,1,Wai'opae Tidepools Marine Life Conservation District,Wai'opae Tidepools Marine Life Conservation District,Marine Protected Area,Marine Protected Area,National,Ia,Not Applicable,1,0.198551366942912,0.0294997331374982,0.198551366942912,0.1985513669236,Part,0.0294997331374982,Designated,2003,Sub-national ministry or agency,State,State Department of Natural Resources,Not Reported,State Verified,1848,US-HI,USA,USA,Not Applicable,Not Applicable
Polygon,555547390,555547390,1,Stewarts Point State Marine Reserve,Stewarts Point State Marine Reserve,Marine Protected Area,Marine Protected Area,National,Ia,Not Applicable,2,62.315222525419,61.7272598194324,62.315222525419,62.3152225173427,All,62.315222525419,Designated,2010,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
Polygon,555547391,555547391,1,Asilomar State Marine Reserve,Asilomar State Marine Reserve,Marine Protected Area,Marine Protected Area,National,Ia,Not Applicable,1,3.97235898250067,2.99336959507196,3.97235898250067,3.97235898359766,Part,2.99336959507196,Designated,2007,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
Polygon,555547392,555547392,1,Carmel Pinnacles State Marine Reserve,Carmel Pinnacles State Marine Reserve,Marine Protected Area,Marine Protected Area,National,Ia,Not Applicable,2,1.3660167908352,1.36601679083634,1.3660167908352,1.36601679083634,All,1.3660167908352,Designated,2007,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
Polygon,555547393,555547393,1,Point Lobos State Marine Reserve,Point Lobos State Marine Reserve,Marine Protected Area,Marine Protected Area,National,Ia,Not Applicable,1,14.2475588400659,12.4151927400125,14.2475588400659,14.2475588397333,Part,12.4151927400125,Designated,1973,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
Polygon,555586441,555586441,1,Gerstle Cove State Marine Reserve,Gerstle Cove State Marine Reserve,Marine Protected Area,Marine Protected Area,National,Ia,Not Applicable,1,0.0263219779308692,0.00511972894408841,0.0263219779308692,0.0263219779340608,Part,0.00511972894408841,Designated,2010,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
Polygon,555586712,555586712,1,St. Croix East End Marine Park,St. Croix East End Marine Park,Marine Protected Area,Marine Protected Area,National,IV,Not Applicable,2,0,146.925289781024,149.495387677342,149.495387704165,Part,0,Designated,2003,Sub-national ministry or agency,State,State Department of Conservation,Not Reported,State Verified,1848,US-VI,USA,VIR,Not Applicable,Not Applicable
Polygon,555586718,555586718,1,Greyhound Rock State Marine Conservation Area,Greyhound Rock State Marine Conservation Area,Marine Protected Area,Marine Protected Area,National,V,Not Applicable,2,0,30.1349194389789,31.0848862123643,31.0848862115019,None,0,Designated,2007,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
Polygon,555586719,555586719,1,Soquel Canyon State Marine Conservation Area,Soquel Canyon State Marine Conservation Area,Marine Protected Area,Marine Protected Area,National,V,Not Applicable,2,0,59.4841778657794,59.4841778717155,59.4841778657794,None,0,Designated,2007,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
Polygon,555586721,555586721,1,Edward F. Ricketts State Marine Conservation Area,Edward F. Ricketts State Marine Conservation Area,Marine Protected Area,Marine Protected Area,National,V,Not Applicable,1,0,0.360564338782769,0.596500423013527,0.596500423184212,None,0,Designated,2007,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
Polygon,555586730,555586730,1,Russian River State Marine Conservation Area,Russian River State Marine Conservation Area,Marine Protected Area,Marine Protected Area,National,V,Not Applicable,1,0,1.86779017871952,2.17697680512081,2.17697680546808,None,0,Designated,2010,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
Polygon,555586722,555586722,1,Pacific Grove Marine Gardens State Marine Conservation Area,Pacific Grove Marine Gardens State Marine Conservation Area,Marine Protected Area,Marine Protected Area,National,V,Not Applicable,1,0,1.86844487300036,2.46890119712577,2.46890119711371,None,0,Designated,2007,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
Polygon,555586723,555586723,1,Carmel Bay State Marine Conservation Area,Carmel Bay State Marine Conservation Area,Marine Protected Area,Marine Protected Area,National,V,Not Applicable,1,0,4.47483341060944,5.6711036847773,5.67110368320892,None,0,Designated,1976,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
Polygon,555586724,555586724,1,Big Creek State Marine Conservation Area,Big Creek State Marine Conservation Area,Marine Protected Area,Marine Protected Area,National,V,Not Applicable,2,0,20.3246561963105,20.3246561992497,20.3246561963105,None,0,Designated,2007,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
Polygon,555586725,555586725,1,Cambria State Marine Conservation Area,Cambria State Marine Conservation Area,Marine Protected Area,Marine Protected Area,National,V,Not Applicable,2,0,15.2107454684131,16.2099857007808,16.2099856906909,None,0,Designated,2007,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
Polygon,555586726,555586726,1,White Rock (Cambria) State Marine Conservation Area,White Rock (Cambria) State Marine Conservation Area,Marine Protected Area,Marine Protected Area,National,V,Not Applicable,2,0,6.93435156234068,7.53990984479138,7.53990984367856,None,0,Designated,2007,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
Polygon,555586728,555586728,1,Sea Lion Cove State Marine Conservation Area,Sea Lion Cove State Marine Conservation Area,Marine Protected Area,Marine Protected Area,National,V,Not Applicable,1,0,0.235616868094645,0.580308452591802,0.58030845258774,None,0,Designated,2010,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
Polygon,555586729,555586729,1,Saunders Reef State Marine Conservation Area,Saunders Reef State Marine Conservation Area,Marine Protected Area,Marine Protected Area,National,V,Not Applicable,2,0,23.1889421111981,24.2431033082976,24.2431033027875,None,0,Designated,2010,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
Polygon,555586731,555586731,1,Bodega Head State Marine Conservation Area,Bodega Head State Marine Conservation Area,Marine Protected Area,Marine Protected Area,National,V,Not Applicable,2,0,31.8144452481452,31.8923370472552,31.8923370297499,None,0,Designated,2010,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
Polygon,555586733,555586733,1,Southeast Farallon Island State Marine Conservation Area,Southeast Farallon Island State Marine Conservation Area,Marine Protected Area,Marine Protected Area,National,V,Not Applicable,2,0,33.536570876683,33.5365708284211,33.5365708122082,None,0,Designated,2010,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
Polygon,555586734,555586734,1,Pillar Point State Marine Conservation Area,Pillar Point State Marine Conservation Area,Marine Protected Area,Marine Protected Area,National,V,Not Applicable,2,0,17.219626810679,17.3573135977424,17.3573135931851,None,0,Designated,2010,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
Polygon,555586738,555586738,1,Marin Islands State Marine Park,Marin Islands State Marine Park,Marine Protected Area,Marine Protected Area,National,V,Not Applicable,2,0,1.3284439780839,1.41649943152548,1.41649943127944,None,0,Designated,1993,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
Polygon,555586740,555586740,1,Channel Islands National Marine Sanctuary,Channel Islands National Marine Sanctuary,Marine Protected Area,Marine Protected Area,National,V,Not Applicable,2,0,3775.80028125033,3804.05445694355,3804.05445695307,Part,0,Designated,1980,Federal or national ministry or agency,State,National Oceanic and Atmospheric Administration,Not Reported,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
Polygon,555586741,555586741,1,Monterey Bay National Marine Sanctuary,Monterey Bay National Marine Sanctuary,Marine Protected Area,Marine Protected Area,National,V,Not Applicable,2,0,15746.6784355419,15794.8597768571,15794.8597703847,None,0,Designated,1992,Federal or national ministry or agency,State,National Oceanic and Atmospheric Administration,Not Reported,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
Polygon,555586742,555586742,1,Cordell Bank National Marine Sanctuary,Cordell Bank National Marine Sanctuary,Marine Protected Area,Marine Protected Area,National,V,Not Applicable,2,0,3330.42051969944,3330.42052506751,3330.42052152724,None,0,Designated,1989,Federal or national ministry or agency,State,National Oceanic and Atmospheric Administration,Not Reported,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
Polygon,555586743,555586743,1,Greater Farallones National Marine Sanctuary,Greater Farallones National Marine Sanctuary,Marine Protected Area,Marine Protected Area,National,V,Not Applicable,2,0,8492.35096860673,8546.27785290884,8546.2778426662,None,0,Designated,1981,Federal or national ministry or agency,State,National Oceanic and Atmospheric Administration,Not Reported,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
Polygon,555586784,555586784,1,NOAA's Monitor National Marine Sanctuary,NOAA's Monitor National Marine Sanctuary,Marine Protected Area,Marine Protected Area,National,IV,Not Applicable,2,0,2.20306573773132,2.20306573773108,2.20306573773132,None,0,Designated,1975,Federal or national ministry or agency,State,National Oceanic and Atmospheric Administration,Not Reported,State Verified,1848,US-NC,USA,USA,Not Applicable,Not Applicable
